"song_id","song","artist","spotify_track_id","spotify_artist_id","spotify_song","spotify_artist","album","track_url","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature"
"S244","Jump to It","Aretha Franklin","1DWTFcfjHR8I98KSRk2ntW","7nwUJBm0HE4ZxD3f5cy5ok","Jump to It - Single Version","Aretha Franklin","Jump to It (Expanded Edition)","https://open.spotify.com/track/1DWTFcfjHR8I98KSRk2ntW",0.788,0.605,8,-9.003,0,0.185,0.141,1.56e-06,0.0844,0.898,119.74,257653,4
"S246","Kitty Girl","RuPaul","6ecG7zlvn65piigZIjEgFc","2SdOKxC1sSxEyv8JYERaNe","Kitty Girl (feat. The Cast of Rupaul's Drag Race All Stars, Season 3)","RuPaul","Kitty Girl (feat. The Cast of Rupaul's Drag Race All Stars, Season 3)","https://open.spotify.com/track/6ecG7zlvn65piigZIjEgFc",0.824,0.792,8,-4.078,1,0.0415,0.00358,0,0.102,0.777,124.993,195850,4
"S247","Adrenaline","RuPaul ft. Myah Marie","1gM6c6WMFnzdzKuR4L9WWf","2SdOKxC1sSxEyv8JYERaNe","Adrenaline (feat. Myah Marie)","RuPaul","Born Naked","https://open.spotify.com/track/1gM6c6WMFnzdzKuR4L9WWf",0.8,0.647,2,-5.637,1,0.165,0.049,1.3e-06,0.0821,0.486,127.988,272827,4
"S248","Peanut Butter","RuPaul ft. Big Freedia","3Y3K9KOHuH3ZXsNNI2AibB","2SdOKxC1sSxEyv8JYERaNe","Peanut Butter (feat. Big Freedia)","RuPaul","Peanut Butter (feat. Big Freedia)","https://open.spotify.com/track/3Y3K9KOHuH3ZXsNNI2AibB",0.75,0.696,7,-3.903,1,0.136,0.0459,0,0.315,0.503,106.068,203314,4
"S250","You Spin Me Round (Like a Record)","Dead or Alive","1ChulFMnwxoD74Me8eX2TU","5WWSL6rElJeUk3Uc1S2RyD","You Spin Me Round (Like a Record)","Dead Or Alive","Evolution: The Hits","https://open.spotify.com/track/1ChulFMnwxoD74Me8eX2TU",0.554,0.963,6,-3.762,0,0.035,0.000244,0.0702,0.431,0.918,128.175,195147,4
"S252","Come Rain or Come Shine","Judy Garland","1rtzABisO0N3DL9S3WQ2Z1","0hItVPjwJLVZrFqOyIsxPf","Come Rain Or Come Shine","Judy Garland","Judy","https://open.spotify.com/track/1rtzABisO0N3DL9S3WQ2Z1",0.456,0.285,7,-13.676,1,0.0858,0.766,0,0.0786,0.516,83.435,221293,4
"S254","When I Think of You","Janet Jackson","3mJ6pNcFM2CkykCYSREdKT","4qwGe91Bz9K2T8jXTZ815W","When I Think Of You","Janet Jackson","Control","https://open.spotify.com/track/3mJ6pNcFM2CkykCYSREdKT",0.759,0.639,9,-11.386,1,0.0425,0.084,0.0331,0.0518,0.706,116.207,235493,4
"S256","Fighter","Christina Aguilera","7nXq1vaZiz7PdbfojpPjW5","1l7ZsJRRS8wlW3WfJfPfNS","Fighter","Christina Aguilera","Stripped","https://open.spotify.com/track/7nXq1vaZiz7PdbfojpPjW5",0.435,0.92,4,-1.357,0,0.201,0.235,0.000353,0.552,0.45,188.899,245960,4
"S301","Livin' la Vida Loca","Ricky Martin","0Ph6L4l8dYUuXFmb71Ajnd","7slfeZO9LsJbWgpkIoXBUJ","Livin' la Vida Loca","Ricky Martin","Ricky Martin","https://open.spotify.com/track/0Ph6L4l8dYUuXFmb71Ajnd",0.425,0.954,1,-3.756,0,0.0476,0.00414,0,0.0555,0.933,178.043,243160,4
"S302","Neutron Dance","The Pointer Sisters","3Uyxe1fbF4zWSEwy38qgMw","2kreKea2n96dXjcyAU9j5N","Neutron Dance","The Pointer Sisters","Break Out (1983 Version - Expanded Edition)","https://open.spotify.com/track/3Uyxe1fbF4zWSEwy38qgMw",0.752,0.839,9,-6.879,1,0.0503,0.0236,0,0.263,0.864,104.794,253413,4
"S303","Juice","Lizzo","0k664IuFwVP557Gnx7RhIl","56oDRnqbIiwx4mymNEv7dS","Juice","Lizzo","Cuz I Love You","https://open.spotify.com/track/0k664IuFwVP557Gnx7RhIl",0.767,0.889,7,-2.988,1,0.0963,0.00611,0,0.402,0.843,119.93,195145,4
"S304","Where Have You Been","Rihanna","5WQQIDU3HRaMyPkob8mpFb","5pKCCKE2ajJHZ9KAiaK11H","Where Have You Been","Rihanna","Talk That Talk","https://open.spotify.com/track/5WQQIDU3HRaMyPkob8mpFb",0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.221,0.444,127.963,242680,4
"S306","Open Your Heart","Madonna","3kme5Qos8h04yrKxsgur79","6tbjWDEIzxoDsBA1FuhfPW","Open Your Heart","Madonna","Celebration (double disc version)","https://open.spotify.com/track/3kme5Qos8h04yrKxsgur79",0.656,0.899,5,-5.039,1,0.0565,0.0261,0,0.0936,0.865,113.239,229280,4
"S308","One Last Time","Ariana Grande","7xoUc6faLbCqZO6fQEYprd","66CXWjxzNUsdJxJ2JdwvnR","One Last Time","Ariana Grande","My Everything (Deluxe)","https://open.spotify.com/track/7xoUc6faLbCqZO6fQEYprd",0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,197267,4
"S310","Fancy","Reba McEntire","0FtV0YbnnjD7PXpLHFHPhn","02rd0anEWfMtF7iMku9uor","Fancy","Reba McEntire","Rumor Has It","https://open.spotify.com/track/0FtV0YbnnjD7PXpLHFHPhn",0.674,0.517,11,-11.225,1,0.0726,0.226,0,0.0697,0.482,94.98,299733,4
"S312","Make Me Feel","Janelle Monáe","5gW5dSy3vXJxgzma4rQuzH","6ueGR6SWhUJfvEhqkvMsVs","Make Me Feel","Janelle Monáe","Dirty Computer","https://open.spotify.com/track/5gW5dSy3vXJxgzma4rQuzH",0.859,0.413,1,-7.399,1,0.182,0.132,0,0.334,0.697,115.035,194230,4
"S374","Uptown Funk","Mark Ronson ft. Bruno Mars","32OlwWuMpZ6b0aN2RZOeMS","3hv9jJF3adDNsBSIQDqcjp","Uptown Funk (feat. Bruno Mars)","Mark Ronson","Uptown Special","https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS",0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667,4
"S375","Miss You Much","Janet Jackson","4r5VaK6H1bq0cTGPMTN97Z","4qwGe91Bz9K2T8jXTZ815W","Miss You Much","Janet Jackson","Rhythm Nation 1814","https://open.spotify.com/track/4r5VaK6H1bq0cTGPMTN97Z",0.702,0.975,6,-7.968,0,0.0396,0.0305,0.000134,0.165,0.646,115.185,252333,4
"S377","Physical","Dua Lipa","37NeHfIrkZbC05win7NE0A","6M2wZ9GZgrQXHCFfjv46we","Physical","Dua Lipa","Pride By Jessie James Decker","https://open.spotify.com/track/37NeHfIrkZbC05win7NE0A",0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4
"S379","Womanizer","Britney Spears","4fixebDZAVToLbUCuEloa2","26dSoYclwsYLMAKD3tpOr4","Womanizer","Britney Spears","Circus (Deluxe Version)","https://open.spotify.com/track/4fixebDZAVToLbUCuEloa2",0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.235,139,224400,4
"S381","Phone","Lizzo","61yntOSHzW2kTeEsLhOH9c","56oDRnqbIiwx4mymNEv7dS","Phone","Lizzo","Phone","https://open.spotify.com/track/61yntOSHzW2kTeEsLhOH9c",0.914,0.526,2,-3.698,1,0.299,0.0868,1.7e-05,0.053,0.819,140.005,169043,4
"S382","Dirrty","Christina Aguilera ft. Redman","59ZTxQo8rBycIXPLUIKvE2","1l7ZsJRRS8wlW3WfJfPfNS","Dirrty (feat. Redman)","Christina Aguilera","Stripped","https://open.spotify.com/track/59ZTxQo8rBycIXPLUIKvE2",0.64,0.889,2,-3.073,1,0.322,0.107,0,0.339,0.436,99.931,298853,4
"S384","Dance Again","Jennifer Lopez ft. Pitbull","4d2hD63oUGU3s7L66JD0BE","2DlGxzQSjYe5N6G9nkYghR","Dance Again","Jennifer Lopez","Dance Again...The Hits","https://open.spotify.com/track/4d2hD63oUGU3s7L66JD0BE",0.792,0.856,11,-5.236,0,0.067,0.0159,2.88e-06,0.0981,0.714,127.988,237267,4
"S385","Sugar Walls","Sheena Easton","4kVE7IVF3ZlD1d7k08dmVY","5dcOK4stT4JDkP6Dqhbz5s","Sugar Walls","Sheena Easton","A Private Heaven [Bonus Tracks Version]","https://open.spotify.com/track/4kVE7IVF3ZlD1d7k08dmVY",0.744,0.55,10,-12.689,1,0.0554,0.0746,4.2e-05,0.0353,0.853,126.51,241600,4
"S386","Boom Clap","Charli XCX","0Y1MWB026LYxGvhq4EcMiC","25uiPmTg16RbhZWAqwLBy5","Boom Clap","Charli XCX","SUCKER","https://open.spotify.com/track/0Y1MWB026LYxGvhq4EcMiC",0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,169866,4
"S387","Since U Been Gone","Kelly Clarkson","3xrn9i8zhNZsTtcoWgQEAd","3BmGtnKgCSGYIUhmivXKWX","Since U Been Gone","Kelly Clarkson","Breakaway","https://open.spotify.com/track/3xrn9i8zhNZsTtcoWgQEAd",0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131,188960,4
"S388","Heartbreaker","Pat Benatar","22ML0MuFKfw16WejbxsLOy","43mhFhQ4JAknA7Ik1bOZuV","Heartbreaker","Pat Benatar","In The Heat Of The Night","https://open.spotify.com/track/22ML0MuFKfw16WejbxsLOy",0.466,0.588,5,-10.666,0,0.0812,0.285,9.94e-06,0.0535,0.882,156.131,209360,4
"S389","Free Your Mind","En Vogue","2vG1yrWSMiL6egg6w4e9ma","5fikk4h5qbEebqK2Fc6e48","Free Your Mind","En Vogue","Funky Divas","https://open.spotify.com/track/2vG1yrWSMiL6egg6w4e9ma",0.765,0.831,7,-6.522,1,0.0565,0.0894,0,0.393,0.809,100.026,293106,4
"S390","Girls Just Want to Have Fun","Cyndi Lauper","4y1LsJpmMti1PfRQV9AWWe","2BTZIqw0ntH9MvilQ3ewNY","Girls Just Want to Have Fun","Cyndi Lauper","She's So Unusual","https://open.spotify.com/track/4y1LsJpmMti1PfRQV9AWWe",0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,238267,4
"S391","Focus","Ariana Grande","1cdzfFjEbUbgTm5nv3FgXR","66CXWjxzNUsdJxJ2JdwvnR","Focus","Ariana Grande","Focus","https://open.spotify.com/track/1cdzfFjEbUbgTm5nv3FgXR",0.671,0.876,6,-6.034,1,0.239,0.266,0,0.444,0.8,100.016,211360,4
"S392","Song for the Lonely","Cher","1nu7ec0zCNvyHRrFXZsFHy","72OaDtakiy6yFqkt4TsiFt","Song for the Lonely","Cher","Living Proof","https://open.spotify.com/track/1nu7ec0zCNvyHRrFXZsFHy",0.548,0.915,0,-7.01,1,0.0556,0.00528,0,0.186,0.38,129.972,202600,4
"S393","Barbie Girl","Aqua","2RSOzvKUnfDDrb2nQPfpQU","6kBjAFKyd0he7LiA5GQ3Gz","Barbie Girl","Aqua","Aquarium","https://open.spotify.com/track/2RSOzvKUnfDDrb2nQPfpQU",0.81,0.957,1,-6.049,0,0.0364,0.0165,0.284,0.248,0.962,129.985,197773,4
"S394","Good Golly, Miss Molly","Little Richard","0ZvgXNstN4o2ZXPomtBYVp","4xls23Ye9WR9yy3yYMpAMm","Good Golly, Miss Molly","Little Richard","Good Golly!","https://open.spotify.com/track/0ZvgXNstN4o2ZXPomtBYVp",0.563,0.741,7,-11.947,1,0.0486,0.602,0.00251,0.325,0.967,164.15,129133,4
"S395","Stupid Love","Lady Gaga","7yBbV2k2S2uhaQc24NF2xt","1HY2Jd0NmPuamShAr6KMms","Stupid Love","Lady Gaga","Chromatica","https://open.spotify.com/track/7yBbV2k2S2uhaQc24NF2xt",0.68,0.825,8,-4.296,1,0.0702,0.00173,0.000122,0.27,0.784,117.987,193533,4
"S418","Say You'll Be There","Spice Girls","1yTQ39my3MoNROlFw3RDNy","0uq5PttqEjj3IH1bzwcrXF","Say You'll Be There","Spice Girls","Spice","https://open.spotify.com/track/1yTQ39my3MoNROlFw3RDNy",0.726,0.679,1,-6.219,1,0.0473,0.0149,1.49e-06,0.0837,0.751,107.02,235973,4
"S420","Supermodel (You Better Work) (El Lay Toya Jam)","RuPaul","3js5CwbiivgUzJbZINBAZA","2SdOKxC1sSxEyv8JYERaNe","SuperModel f/Shirley Q. Liquor - El Lay Toya Jam","RuPaul","RuPaul. SuperModel (You Better Work) ReMixes","https://open.spotify.com/track/3js5CwbiivgUzJbZINBAZA",0.816,0.844,11,-8.153,0,0.0687,0.0147,0.0028,0.103,0.712,128.01,237760,4
"S422","We Like to Party! (The Vengabus)","Vengaboys","3UL6Lzsocv9Ucizgzid2B0","0cwmNvclzPd8mQnoHuIksj","We like to Party! (The Vengabus)","Vengaboys","Greatest Hits!","https://open.spotify.com/track/3UL6Lzsocv9Ucizgzid2B0",0.785,0.931,8,-4.813,1,0.0465,0.0152,0.641,0.046,0.969,135.993,222459,4
"S424","Let It Go","Alexandra Burke","2yLzM5woheXDk3K9XelcbH","6yZoNdsPrYLviaEOOzbZt8","Let It Go","Alexandra Burke","Heartbreak On Hold (Expanded Edition)","https://open.spotify.com/track/2yLzM5woheXDk3K9XelcbH",0.728,0.719,0,-5.202,1,0.0373,0.0142,0,0.185,0.745,127.944,204907,4
"S426","Toy","Netta","6n2eIfLj0wOOUkUfNmYzlh","4Z4afeDmHFxPmJorIwupbZ","Toy","Netta","Toy","https://open.spotify.com/track/6n2eIfLj0wOOUkUfNmYzlh",0.786,0.712,3,-5.349,0,0.0678,0.0706,0,0.236,0.795,130.144,180231,4
"S428","Domino","Jessie J","6MAdEUilV2p9RQUqE5bMAK","2gsggkzM5R49q6jpPvazou","Domino","Jessie J","Who You Are (Platinum Edition)","https://open.spotify.com/track/6MAdEUilV2p9RQUqE5bMAK",0.757,0.547,7,-4.573,1,0.0355,0.0115,0,0.0445,0.793,126.977,231693,4
"S429","The Reflex","Duran Duran","4sz1Ng2Cgidfqqiy0pNL6R","0lZoBs4Pzo7R89JM9lxwoT","The Reflex - Single Version; 2010 Remaster","Duran Duran","Seven and the Ragged Tiger (Deluxe Edition)","https://open.spotify.com/track/4sz1Ng2Cgidfqqiy0pNL6R",0.554,0.888,0,-6.664,1,0.087,0.107,0,0.291,0.82,126.701,267427,4
"S430","Supernova","Kylie Minogue","2kYDYNJcZyEADRXwoZgQUk","4RVnAU35WRWra6OZ3CbbMA","Supernova","Kylie Minogue","DISCO (Deluxe)","https://open.spotify.com/track/2kYDYNJcZyEADRXwoZgQUk",0.568,0.929,4,-3.274,0,0.0845,0.00188,0.165,0.39,0.557,124,197880,4
